condition,memory_type,description,importance,created_at,last_accessed,categories
destructive_chronic_mixed,reflection,"**Insight 5:** Emma is capable of adapting to changing circumstances and prioritizing her own needs and goals. (7, 19)",7.0,141.0,141.0,[]
destructive_chronic_mixed,reflection,"* This insight is supported by statements (7, 19) that highlight Emma's ability to manage her time effectively and balance various aspects of her life despite some conflict between her parents.",7.0,141.0,141.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred:,7.0,141.0,165.0,[]
destructive_chronic_mixed,reflection,"**Insight 4:** Emma's parents are engaged caregivers who prioritize her development and well-being. (1, 2, 9)",7.0,141.0,141.0,['family']
destructive_chronic_mixed,reflection,"**Insight 2:** Emma values family time and has a cohesive household. (7, 13, 20)",7.0,141.0,166.0,['family']
destructive_chronic_mixed,reflection,"**Insight 5:** Emma prioritizes spending quality time with her family, including having dinner together at 6:00 PM. (3, 5)",7.0,141.0,141.0,['family']
destructive_chronic_mixed,reflection,"**Insight 4:** Family conflict can be stressful and anxiety-provoking for children. (15, 18, 20)",7.0,141.0,141.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,"**Insight 4:** Emma is a responsible elementary school student who manages her time effectively. (7, 17)",7.0,141.0,141.0,[]
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,141.0,165.0,[]
destructive_chronic_mixed,reflection,**Insight 1:** Emma experiences stress and anxiety related to her parents' conflict.,7.0,141.0,166.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,"Emma's emotional response to her parents' argument is evident in her thoughts about needing space, feeling sad, and wanting her parents to get along.",7.0,141.0,165.0,"['emotion_negative', 'family']"
destructive_chronic_mixed,reflection,**Insight 2:** Emma has a structured and consistent daily routine.,7.0,141.0,141.0,[]
destructive_chronic_mixed,reflection,"The statements mention homework, school, dinner with family, and activities like drawing and playing with toys, indicating that Emma has a regular schedule that allows for balance between academics and personal time.",7.0,141.0,166.0,['family']
destructive_chronic_mixed,reflection,**Insight 3:** Emma's parents are supportive and involved in her life.,7.0,141.0,141.0,['family']
destructive_chronic_mixed,reflection,"The statements suggest that Emma's parents are engaged caregivers who support her daily activities, provide guidance, and participate in family activities together.",7.0,141.0,141.0,['family']
destructive_chronic_mixed,reflection,**Insight 4:** Emma is a responsible elementary school student who manages her time effectively.,7.0,141.0,141.0,[]
destructive_chronic_mixed,reflection,"Emma has thoughtfully considered ways to manage her stress and anxiety, such as continuing with homework or taking a break, demonstrating her ability to prioritize tasks and manage her time.",7.0,141.0,141.0,['family']
destructive_chronic_mixed,reflection,**Insight 5:** Emma values her family relationships and wants harmony among them.,7.0,141.0,165.0,['family']
destructive_chronic_mixed,reflection,Emma's wishes for her parents to get along and have a calm dinner together reveal that she prioritizes family bonding and emotional well-being.,7.0,141.0,141.0,"['emotion_positive', 'family', 'resolution']"
destructive_chronic_mixed,reflection,Here are 5 high-level insights that can be inferred from the statements:,7.0,141.0,141.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma has a supportive and loving family environment with parents who prioritize quality time together. (1, 2, 6, 10)",7.0,141.0,165.0,['family']
destructive_chronic_mixed,reflection,"**Insight 2:** Emma's parents have a complex relationship with both loving and disagreeing moments, which she is aware of but does not seem to be distressed by. (3, 4, 6, 7)",7.0,141.0,166.0,"['emotion_negative', 'family']"
destructive_chronic_mixed,reflection,"**Insight 3:** Emma values family time and has learned to balance multiple responsibilities while prioritizing her relationships with her parents. (5, 9, 11)",7.0,141.0,165.0,['family']
destructive_chronic_mixed,reflection,"**Insight 4:** Family conflict can be stressful and anxiety-provoking for children like Emma, but she is resilient and able to manage it. (13, 15, 18)",7.0,141.0,162.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,"**Insight 5:** Emma's daily life is structured and consistent, with clear routines and a balance between school, family, and leisure activities. (8, 14, 20)",7.0,141.0,165.0,['family']
destructive_chronic_mixed,observation,Heard parents arguing from another room about something,6.0,141.0,141.0,"['family', 'coping']"
destructive_chronic_mixed,observation,Felt uneasy hearing raised voices from the other room,2.0,141.0,141.0,['coping']
destructive_chronic_mixed,plan,"Daily plan for Sunday, 7:00 AM: It's going to be a great day! Today's plan is to have a relaxing morning with my family. We're going to sleep in a bit later than usual and then have a yummy breakfast together. My mom said we can even make pancakes from scratch, which I love!; After breakfast, my parents want me to spend some quality time outside. The weather forecast says it's going to be sunny today, so we'll probably go for a walk or play a game in the backyard. I'm thinking of bringing out my art supplies and doing some drawing while we're outside.; Later this afternoon, we have a family movie night planned! We'll pick a new movie to watch together as a family, and I get to choose the snacks (which is always a fun part!). It's going to be so much fun just hanging out with my loved ones.; For homework, I need to finish up some projects for school that are due soon. My mom will help me review them later today before dinner.; That sounds like an awesome plan to me!",6.0,151.0,151.0,"['emotion_positive', 'family']"
destructive_chronic_mixed,observation,Emma Miller moved from dining_room to living_room,2.0,162.0,162.0,['coping']
destructive_chronic_mixed,observation,Witnessed parents having a destructive disagreement about parenting,8.0,162.0,166.0,['family']
destructive_chronic_mixed,observation,Saw Sarah Miller and David Miller looking angry and upset during the argument,5.0,162.0,162.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,162.0,165.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma's parents have a loving but imperfect relationship. (2, 6, 7, 16)",7.0,162.0,166.0,['family']
destructive_chronic_mixed,reflection,* Statement 20 mentions that Emma's parents argue about something,7.0,162.0,165.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,* Insight 3: Emma has witnessed conflicts between her parents,7.0,162.0,162.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,* Insight 5 mentions their supportive relationships prevail,7.0,162.0,162.0,[]
destructive_chronic_mixed,reflection,"**Insight 2:** Emma values family time and prioritizes family bonding. (10, 11, 14)",7.0,162.0,162.0,['family']
destructive_chronic_mixed,reflection,* Statements suggest that Emma prioritizes family bonding and has a loving relationship with her parents,7.0,162.0,165.0,['family']
destructive_chronic_mixed,reflection,"* Insight 4: Family conflict can be stressful, but she is resilient",7.0,162.0,162.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,* Statement 20 mentions that Emma's parents engage in discussions about career decisions,7.0,162.0,165.0,['family']
destructive_chronic_mixed,reflection,"**Insight 3:** Emma has witnessed conflicts between her parents, but they maintain a strong loving bond. (2, 7)",7.0,162.0,165.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,* Statement 20 mentions that Emma's parents argue about something,7.0,162.0,165.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,"* Insight 5: Family dynamics are complex, but supportive relationships prevail",7.0,162.0,166.0,['family']
destructive_chronic_mixed,reflection,"**Insight 4:** Emma is resilient and able to manage stress from family conflict. (9, 13)",7.0,162.0,162.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,* Insight 4: Family conflict can be stressful and anxiety-provoking for children like Emma,7.0,162.0,166.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,* Statement 20 mentions that Emma's parents argue about something,7.0,162.0,162.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,* Insight 5: Emma has a clear understanding of time management,7.0,162.0,166.0,['resolution']
destructive_chronic_mixed,reflection,"**Insight 5:** Emma values her family relationships and wants harmony among them. (15, 17)",7.0,162.0,162.0,['family']
destructive_chronic_mixed,reflection,* Insight 5: Emma is able to manage her time effectively,7.0,162.0,166.0,[]
destructive_chronic_mixed,reflection,* Statement 20 mentions that Emma's parents engage in discussions about career decisions,7.0,162.0,165.0,['family']
